team_list_id,tournament_count,player_count,best_placement,first_seen_date,first_seen_tournament_id,first_seen_event_id,regulation_set,source_name,source_url,source_record_id,extracted_at_utc,dataset_version
6611,1,1,49,2026-06-06,435,TU02wKzv4cT2BBiI9dEg,m-a,Limitless VGC,https://limitlessvgc.com/teams/6611,6611,2026-08-03 08:41:23.658111+00,0.2.0
6617,1,1,55,2026-06-06,435,TU02wKzv4cT2BBiI9dEg,m-a,Limitless VGC,https://limitlessvgc.com/teams/6617,6617,2026-08-03 08:41:23.658111+00,0.2.0
6629,1,1,67,2026-06-06,435,TU02wKzv4cT2BBiI9dEg,m-a,Limitless VGC,https://limitlessvgc.com/teams/6629,6629,2026-08-03 08:41:23.658111+00,0.2.0
6634,1,1,74,2026-06-06,435,TU02wKzv4cT2BBiI9dEg,m-a,Limitless VGC,https://limitlessvgc.com/teams/6634,6634,2026-08-03 08:41:23.658111+00,0.2.0
6635,1,1,75,2026-06-06,435,TU02wKzv4cT2BBiI9dEg,m-a,Limitless VGC,https://limitlessvgc.com/teams/6635,6635,2026-08-03 08:41:23.658111+00,0.2.0
6638,1,1,78,2026-06-06,435,TU02wKzv4cT2BBiI9dEg,m-a,Limitless VGC,https://limitlessvgc.com/teams/6638,6638,2026-08-03 08:41:23.658111+00,0.2.0
6640,1,1,80,2026-06-06,435,TU02wKzv4cT2BBiI9dEg,m-a,Limitless VGC,https://limitlessvgc.com/teams/6640,6640,2026-08-03 08:41:23.658111+00,0.2.0
6644,1,1,84,2026-06-06,435,TU02wKzv4cT2BBiI9dEg,m-a,Limitless VGC,https://limitlessvgc.com/teams/6644,6644,2026-08-03 08:41:23.658111+00,0.2.0
6645,1,1,85,2026-06-06,435,TU02wKzv4cT2BBiI9dEg,m-a,Limitless VGC,https://limitlessvgc.com/teams/6645,6645,2026-08-03 08:41:23.658111+00,0.2.0
6647,1,1,88,2026-06-06,435,TU02wKzv4cT2BBiI9dEg,m-a,Limitless VGC,https://limitlessvgc.com/teams/6647,6647,2026-08-03 08:41:23.658111+00,0.2.0
6651,1,1,93,2026-06-06,435,TU02wKzv4cT2BBiI9dEg,m-a,Limitless VGC,https://limitlessvgc.com/teams/6651,6651,2026-08-03 08:41:23.658111+00,0.2.0
6656,1,1,98,2026-06-06,435,TU02wKzv4cT2BBiI9dEg,m-a,Limitless VGC,https://limitlessvgc.com/teams/6656,6656,2026-08-03 08:41:23.658111+00,0.2.0
6659,1,1,101,2026-06-06,435,TU02wKzv4cT2BBiI9dEg,m-a,Limitless VGC,https://limitlessvgc.com/teams/6659,6659,2026-08-03 08:41:23.658111+00,0.2.0
6664,1,1,106,2026-06-06,435,TU02wKzv4cT2BBiI9dEg,m-a,Limitless VGC,https://limitlessvgc.com/teams/6664,6664,2026-08-03 08:41:23.658111+00,0.2.0
6675,1,1,117,2026-06-06,435,TU02wKzv4cT2BBiI9dEg,m-a,Limitless VGC,https://limitlessvgc.com/teams/6675,6675,2026-08-03 08:41:23.658111+00,0.2.0
6676,1,1,118,2026-06-06,435,TU02wKzv4cT2BBiI9dEg,m-a,Limitless VGC,https://limitlessvgc.com/teams/6676,6676,2026-08-03 08:41:23.658111+00,0.2.0
6682,1,1,124,2026-06-06,435,TU02wKzv4cT2BBiI9dEg,m-a,Limitless VGC,https://limitlessvgc.com/teams/6682,6682,2026-08-03 08:41:23.658111+00,0.2.0
